frag_ID,,Locus,attivita,ware,fragment_type,weight_g,surface_area,diameter,perc_preserved,rim_length,rim_height,height_of_preserved_wall,basefloorlength,lengthpreserved.lid,angle_f_rim,angle_of_body,open_closed,main_angle_up,secondary_base_angle,upper_thickness,central_thickness,lowerthickness,surface_treat,macro_fabric,SAS_notes,morphology_notes,edges,chip,chip_length,calcium_crust,perc_calc_int,perc_calc_ext,stains,abras_base_int,abras_wall_int,abras_rim_int,abras_base_ext,abras_wall_ext,abras_rim_ext,location_of_abrasion,direction_scratches_ext,scratch_dir_ext_num,concentric_scr_ext,chordal_scr_ext,radial_scr_ext,criss_cross_e,surface_area_abrasion_e,direction_scratches_int,scratch_dir_int_num,concentric_scr_int,chordal_scr_int,radial_scr_int,criss_cross_i,surface_area_abrasion_i,microscopic_image,blackening_int,BL_int_1,BL_int_2,BL_int_3,BL_int_4,BL_int_5,BL_int_6,BL_int_7,BL_int_8,BL_int_9,BL_int_10,BL_int_11,BL_int_22,blackening_location_int,blackening_ext,BL_ext_1,BL_ext_2,BL_ext_3,BL_ext_4,BL_ext_5,BL_ext_6,BL_ext_7,BL_ext_8,BL_ext_9,BL_ext_10,BL_ext_11,BL_ext_22,blackening_location_ext,bottom_base,alteration_notes,frag_type_num,ware_num,filter_MusarnaRIM_WHOLE,site_num,filter_LARGERVESSELS_percpres,PrimaryLast,filter_Musarna_cookware_rims,filter_$,Rdiamete,Ndiamete,dup_diam_CW,RAN001,NTI001,julie_period,nov19.3pm_period,cistern,ocu_num,funct_type,RAN002,NTI002,black_tot,black_tot_int,black_tot_ext,both_fours,abras_tot_int,abras_tot_ext,R_olladiam,N_olladiam,R_ollaangle,N_ollarimangle,Rangle_f,Nangle_f,RAN003,NTI003,cookware_base_groups,int_cookware_black5,RAN004,NTI004,PERIOD_old,PERIOD,period_pop_jan22,collapsed_periods
508,Populonia,4696,79,da fuoco,rim or lid,75,49,38,14,10.0,6.0,,,,20,,o,,,7.12,7.85,6.78,no,fine mica; rare large spherical black grains; orange and white flecks,,"looks like african cookingware; but comparing the fabric to real secure examples currently drying, i?s not",1,,,Y,80,10,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,1,0,0,0,0,0,0,0,0,4.,0,,11,14,0,3,0,0,0,0,,,38.00,,,7,7,,1,4,,,1,1,1,7000.00,0.00,0.00,,,,,,,,,,0,,,7,7,8,
509,Populonia,4696,79,da fuoco,rim or lid,37,36,36,6,6.0,5.5,,,,10,,o,,,5.96,6.94,7.15,no,mica; white and black specks,,"looks like african, but fabric comparison suggess not",1,,,Y,10,5,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,0,0,0,1,0,0,0,0,0,0,0,0,4,3,0,0,0,1,1,0,0,0,0,0,0,0,45.,0,ext 4 and 5 with empty strip in the middle,11,14,0,3,0,0,0,0,,,36.00,,,7,7,,1,4,,,1,1,1,7000.00,0.00,0.00,,,,,,,,,,0,,,7,7,8,
510,Populonia,4696,79,da fuoco,lid with knob,32,25,2,100,,,,,3.5,,,,,,7.96,,6.15,no,very fine mica; rare red spheres; black specks,,,1,,,Y,80,20,,0,1,0,0,1,0,"wall_ext
wall_int",patch,4,0,0,0,,0.50,patch,4,0,0,0,,0.50,,,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,0,0,0,0,2.,0,int not possible to see through crust; abrasin is actually a hole through the knob top,9,14,0,3,0,0,0,0,,,2.00,,,7,7,,,5,,,1,0,1,,1.00,1.00,,,,,,,,,,,,,7,7,8,
511,Populonia,4696,79,da fuoco,rim or lid,37,25,41,4,4.0,5.5,,,,20,,o,,,7.96,8.50,8.31,,fine mica; rare brown granular spheres; white and black specks,,"looks like african, but fabric comparison suggests not",1,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,11,14,0,3,0,0,0,0,,,41.00,,,7,7,,1,4,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,7,7,8,
512,Populonia,4696,79,bucchero,rim or lid,19,16,28,5,4.0,4.0,,,,80,,o,,,9.55,10.41,10.10,burnished,very fine mcia; generally hard to see very black matrix,,the wierd impastoish lcoal fabric,1,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,4,0,0,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,4.,0,"i don?t know if this colour is really fire blackening; it looks more like the intentional colour of the pot, but the colour is not uniform",11,6,0,3,0,0,0,0,,,28.00,,,7,7,,1,4,,,1,1,1,7000.00,0.00,0.00,,,,,,,,,,0,,,7,7,8,
513,Populonia,4696,79,da fuoco,rim or lid,17,9,39,4,5.0,2.5,,,,40,,o,,,11.65,,10.34,no,mica; rare whie grains; black specks,,,1,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,11,14,0,3,0,0,0,0,,,39.00,,,7,7,,1,4,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,7,7,8,
514,Populonia,4696,79,da fuoco,handle,63,25,,,,,,,,,,,,,14.28,,17.15,no,black specks? rare large red specks,,whole handle preserved,1,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2.,0,,6,14,0,3,0,0,0,0,,,,,,7,7,,,,,,1,1,1,,0.00,0.00,,,,,,,,,,0,,,7,7,8,
515,Populonia,4696,79,da fuoco,rim or lid,21,16,19,6,3.0,5.5,,,,30,,o,,,7.53,6.00,6.49,no,"black speck, white speck",,,1,,,Y,5,10,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,11,14,0,3,0,0,0,0,,,19.00,,,7,7,,1,4,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,7,7,8,
516,Populonia,4696,79,da fuoco,lid with knob,46,36,2,95,,,,,4.0,,,,,,6.85,7.56,6.10,no,fine mica; rare black sphereical specks; white specks,,,1,,,,5,5,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2.,0,blackening the same part on int ans ext,9,14,0,3,0,0,0,0,,,2.00,,,7,7,,,5,,,1,1,1,,0.00,0.00,,,,,,,,,,0,,,7,7,8,
517,Populonia,4696,79,da fuoco,rim or lid,28,25,15,15,7.0,5.0,,,,50,,o,,,5.18,7.61,7.72,maybe burnishec,a bit of mica; white spherical pebbles; poorly sorted; grey specks,,this may be handmade. i can?t tell if this is a base or a rim,1,,,N,,,,0,0,0,0,0,1,rim_ext,concentric,1,1,0,0,,,,,,,,,,,3,0,0,0,0,0,0,0,0,0,1,0,0,10,3,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,abrasion along sharp edge of rim or base,10,14,0,3,1,0,0,0,,,15.00,,,7,7,,1,4,,,1,1,1,,0.00,1.00,,,,,,,,,,0,,,7,7,8,
518,Populonia,4696,79,da fuoco,rim,23,16,45,4,6.0,3.0,,,,55,,o,,,7.73,,7.31,no,black specks; mica,,,1,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,11,14,0,3,0,0,0,0,,,45.00,,,7,7,,1,3,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,7,7,8,
519,Populonia,4696,79,da fuoco,rim or lid,36,36,36,7,7.0,5.0,,,,10,,o,,,5.70,5.35,6.62,no,mica; black and white specks,,,1,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,3,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,2.,0,,11,14,0,3,0,0,0,0,,,36.00,,,7,7,,1,4,,,1,1,1,,0.00,0.00,,,,,,,,,,0,,,7,7,8,
520,Populonia,4696,79,da fuoco,rim or lid,16,9,,4,1.5,4.5,,,,15,,o,,,8.51,6.09,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,11,14,0,3,0,0,0,0,,,,,,7,7,,1,4,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,7,7,8,
521,Populonia,4696,79,ceramica da fuoco or thinwall,base,4,4,5,15,,,2.0,1.0,,,,,115,,2.56,3.56,3.55,balck wash on ext poss,mica; very few inclsions,,,1,,,Y,10,5,maybe black stain ext,0,0,0,1,0,0,base_ext,concentric,1,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,abrasion along shar base edge,5,10,0,3,0,0,0,0,,,5.00,,,7,7,,,,,,0,0,0,,0.00,1.00,,,,,,,,,,,,,7,7,8,
522,Populonia,4696,79,da fuoco,rim or lid,34,25,35,6,6.0,4.0,,,,25,,o,,,8.02,7.38,5.93,no,mica throughout; rare grey pebbels; red and black specks,,,1,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,2.,0,balck patch on edge of rim,11,14,0,3,0,0,0,0,,,35.00,,,7,7,,1,4,,,1,1,1,,0.00,0.00,,,,,,,,,,0,,,7,7,8,
523,Populonia,4696,79,da fuoco,rim,18,25,,4,2.0,5.0,,,,,,o,,,6.03,4.83,3.86,,white specksl mica; grey specks; rare black spherical grains,,,1,,,Y,5,10,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,0,0,0,0,0,2.,0,,10,14,0,3,0,0,0,0,,,,,,7,7,,1,1,,,1,0,1,,0.00,0.00,,,,,,,,,,,,,7,7,8,
524,Populonia,4696,79,da fuoco,rim or lid,25,16,39,6,7.0,4.0,,,,15,,o,,,9.52,9.15,9.47,,lots of mica throughout,,,1,lip,0,Y,0,5,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,11,14,0,3,0,0,0,0,,,39.00,,,7,7,,1,4,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,7,7,8,
525,Populonia,4696,79,da fuoco,rim or lid,11,9,,,5.0,4.0,,,,,,o,,,5.50,5.30,5.25,no,mica; balck spheres; red spheres,,edge of rim too rough to diam or angle,2,,,Y,0,40,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,,11,14,0,3,0,0,0,0,,,,,,7,7,,1,4,,,1,0,1,,0.00,0.00,,,,,,,,,,,,,7,7,8,
527,Populonia,4696,79,da fuoco,rim,23,16,,4,5.0,2.0,,,,,,o,,,9.67,,,no,full of white irregular grains (quartz flakes prob); mica; orange and black specks,,,2,,,N,,,,0,0,1,0,0,0,rim_int,,,,,,,,concentric,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,10,14,0,3,0,0,0,0,,,,,,7,7,,1,1,,,0,0,0,,1.00,0.00,,,,,,,,,,,,,7,7,8,
533,Populonia,4696,79,ceramica corsa,handle,12,9,,,,,,,,,,,,,5.32,,,,black specks; a few black grains; fluffy stuff,,,1,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,6,9,0,3,0,0,0,0,,,,,,7,7,,,,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,7,7,8,
534,Populonia,4696,79,da fuoco,rim or lid,23,25,25,10,8.0,3.5,,,,15,,o,,,5.03,,5.74,,very fine mical very fine black specks,,,1,int rim,0,Y,5,10,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,0,0,0,1,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,0,0,0,0,0,0,0,4.,0,,11,14,0,3,0,0,0,0,,,25.00,,,7,7,,1,4,,,1,1,1,7000.00,0.00,0.00,,,,,,,,,,0,,,7,7,8,
535,Populonia,4696,79,da fuoco,rim or lid,12,9,13,8,3.0,2.5,,,,30,,o,,,6.39,,8.52,,black grains and a few pebbles,,looks handmade; joins with 537,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,11,14,0,3,0,0,0,0,,,13.00,,,7,7,,1,4,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,7,7,8,
537,Populonia,4696,79,da fuoco,rim,10,9,13,6,2.5,4.0,,,,30,,o,,,6.27,8.10,6.16,,large quartz grains irregularly shaped; fine mica,,looks handmade; joins with 535,1,,,N,,,,0,0,0,0,0,1,rim_ext,patch,4,0,0,0,,2.00,,,,,,,,,3,0,0,0,0,0,0,0,0,0,1,0,0,10,3,0,0,0,1,0,0,0,0,0,0,0,0,4.,0,,10,14,0,3,1,0,0,0,,,13.00,,,7,7,,1,1,,,1,1,1,,0.00,1.00,,,,,,,,,,0,,,7,7,8,
538,Populonia,4696,79,black gloss,base,62,25,11,28,,,1.0,3.5,,,,,172,,11.22,,3.02,red gloss; misfired black gloss,very fine brown specks; a few elongated white inclusions,,you can tell that this is black gloss because of the rouletting surrounding the centre,3,,,N,,,,1,0,0,1,0,0,"base_int
base_ext",patch,4,0,0,0,,4.00,patch,4,0,0,0,,4.00,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,slip almost totally abraded away,5,5,0,3,0,0,0,0,,,11.00,,,7,7,,,8,,,0,0,0,,1.00,1.00,,,,,,,,,,,,,7,7,8,
539,Populonia,4696,79,bucchero grigio,handle,14,9,,,,,,,,,,,,,8.70,,,burnished,no inclusions visible; maybe very fine mica,,,1,,,Y,20,20,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,6,7,0,3,0,0,0,0,,,,,,7,7,,,,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,7,7,8,
541,Populonia,4696,79,da fuoco,base,10,9,,4,,,,,,,,,,,6.22,,5.32,no,"fine mica, black specks",,,2,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,1,0,0,10.,0,,5,14,0,3,0,0,0,0,,,,,,7,7,,,,,,1,0,1,,0.00,0.00,,,,,,,,,,,,,7,7,8,
556,Populonia,4696,79,black gloss,rim,10,9,17,8,4.0,2.5,,,,50,,o,,,6.31,,5.01,black gloss,buff fabric; fine mica visible in break; rare sub-angular brown flecks,,,2,,,Y,2,5,,0,0,0,0,0,1,rim_ext,concentric,1,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,abrasion along edge of lip,10,5,0,3,1,0,0,0,,,17.00,,,7,7,,1,8,,,0,0,0,,0.00,1.00,,,,,,,,,,,,,7,7,8,
557,Populonia,4696,79,black gloss,rim,12,16,13,10,4.0,3.5,,,,80,,o,,,4.83,5.00,5.85,black gloss,fine mica in break; buff fabric; no other visible inclusions,,,1,,,Y,2,,,0,1,1,0,1,1,"wall_ext
rim_ext
rim_int
wall_int",chordal,3,0,1,0,,,concentric,1,1,0,0,,2.00,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,abrasion along int and ext of lip; one deep diagonal cut on ext wall; patched abrasion on int ?base?,10,5,0,3,1,0,0,0,,,13.00,,,7,7,,1,8,,,0,0,0,,1.00,1.00,,,,,,,,,,,,,7,7,8,
558,Populonia,4696,79,black gloss,rim,9,16,19,13,4.5,3.0,,,,50,,o,,,6.30,4.60,3.68,black gloss,pink-boof fabric; no inclusions visible,,,1,,,N,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,10,5,0,3,1,0,0,0,,,19.00,,,7,7,,1,8,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,7,7,8,
559,Populonia,4697,73,black gloss,rim,4,9,14,6,3.0,2.0,,,,95,,o,,,5.08,,3.69,black gloss,brown and red flecks; mica,,Quaratesi?s notes in this bag: ?prod locale??; incuved rim,1,,,Y,,,,0,0,0,0,1,1,"wall_ext
rim_ext",concentric,1,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,slip missing on ext could be from wearing or from quality of slip; both slip and nonslip surfcae are quite smooth suggesting that the nonslipped surface had never been slipped,10,5,0,3,1,0,0,0,,,14.00,,,7,7,,1,8,,,0,0,0,,0.00,1.00,,,,,,,,,,,,,7,7,8,
560,Populonia,4697,73,black gloss,rim,30,36,13,17,7.0,7.0,,,,25,10,o,,,5.74,7.61,7.28,black gloss; fugitive; only on half of sherd,no inclusions,,Quaratesi?s notes in this bag: ?prod locale??,1,,,Y,0,5,,0,1,1,0,0,1,"rim_int
wall_int
rim_ext",concentric,1,1,0,0,,4.00,patch,4,0,0,0,,4.00,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,slip is completely worn off on half of int and ext > this seems more an issue of quality of slip than of abrasion since there are no real signs of wear on the surface underneath the slip and the preserved slip does not look worn; parallel abrasion on int edge of rim carination,10,5,0,3,1,0,0,0,,,13.00,,,7,7,,1,9,,,0,0,0,,1.00,1.00,,,,,,,,,,,,,7,7,8,
561,Populonia,4687,73,black gloss,rim,54,64,18,15,8.5,8.0,,,,50,,o,,,6.87,5.24,7.20,bg,fine mica; elongated fine voids,,2 sherds glued; the worn edges may be b/c she was trying to see the fabric > they?re a  little too uniform,2,lip,0,Y,0,5,,0,0,1,0,0,1,"rim_int
rim_ext",concentric,1,1,0,0,,,concentric,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,abrasion and chip along int and ext carination,10,5,0,3,1,0,0,0,,,18.00,,,7,7,,1,8,,,0,0,0,,1.00,1.00,,,,,,,,,,,,,7,7,8,
562,Populonia,4687,73,black gloss,rim,10,16,16,4,2.0,4.5,,,,20,,o,,,5.91,5.10,5.31,bg,many fine angular or elongated voids; a bit of fine mica,,,2,,,N,,,,0,0,1,0,0,0,rim_int,,,,,,,,concentric,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,along int rim carin,10,5,0,3,0,0,0,0,,,16.00,,,7,7,,1,8,,,0,0,0,,1.00,0.00,,,,,,,,,,,,,7,7,8,
563,Populonia,4687,73,black gloss,rim,13,16,19,4,2.0,3.5,,,,,,o,,,6.19,6.07,5.61,bg,mica throughout break; maybe black specks,,not possible to orient well,1,,,Y,2,5,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,10,5,0,3,0,0,0,0,,,19.00,,,7,7,,1,8,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,7,7,8,
564,Populonia,4687,73,black gloss,rim,8,9,29,5,4.0,2.5,,,,10,,o,,,4.49,,5.23,bg,very fine mica rare; fine black frequent specks;,,,1,,,N,,,,0,0,1,0,0,1,"rim_ext
rim_int",concentric,1,1,0,0,,,concentric,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,abrasion along rim carin,10,5,0,3,1,0,0,0,,,29.00,,,7,7,,1,8,,,0,0,0,,1.00,1.00,,,,,,,,,,,,,7,7,8,
565,Populonia,4687,73,black gloss,rim,4,9,15,8,3.5,2.0,,,,30,,o,,,4.46,,4.59,bg,very fine mica; narrow fine elongated voids,,,1,,,N,,,,0,0,0,0,0,1,rim_ext,concentric,1,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,abrasion along top edge of rim,10,5,0,3,1,0,0,0,,,15.00,,,7,7,,1,8,,,0,0,0,,0.00,1.00,,,,,,,,,,,,,7,7,8,
566,Populonia,4687,73,black gloss,rim,12,16,13,9,3.5,3.0,,,,50,,o,,,5.06,5.50,6.03,bg,rare mica; fine round voids,,,1,lip,0,Y,5,0,black staining with the chip or break on one side,0,0,0,0,0,1,rim_ext,concentric,1,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,abrasion along top edge of rim carin,10,5,0,3,1,0,0,0,,,13.00,,,7,7,,1,8,,,0,0,0,,0.00,1.00,,,,,,,,,,,,,7,7,8,
567,Populonia,4687,73,black gloss,rim,6,9,,4,2.0,2.5,,,,45,,o,,,5.30,6.01,6.30,bg,fine mica; rare rounded black bits (particles?); rounded voids,,angle approximate,1,,,N,,,,0,0,1,0,1,1,"wall_ext
rim_int
rim_ext",concentric,1,1,0,0,,,concentric,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,slip on rim completely worn off; 1 strip on wall ext worn off,10,5,0,3,0,0,0,0,,,,,,7,7,,1,8,,,0,0,0,,1.00,1.00,,,,,,,,,,,,,7,7,8,
568,Populonia,4687,73,black gloss,rim,8,9,,4,1.0,3.5,,,,,,o,,,4.42,5.54,6.04,bg,mica; angular white clear fine particles; black flecks,,,2,,,N,5,5,,0,0,0,0,0,1,rim_ext,concentric,1,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,abrasion along rim carin edge,10,5,0,3,0,0,0,0,,,,,,7,7,,1,8,,,0,0,0,,0.00,1.00,,,,,,,,,,,,,7,7,8,
569,Populonia,4687,73,black gloss,rim,10,16,16,8,3.0,3.5,,,,45,,o,,,7.40,5.45,5.19,bg,fine mica; maybe fine rounded voids; few incl,,,2,lip,1,N,,,,0,0,1,0,0,1,"rim_int
rim_ext",concentric,1,1,0,0,,,concentric,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,on carin,10,5,0,3,1,0,0,0,,,16.00,,,7,7,,1,8,,,0,0,0,,1.00,1.00,,,,,,,,,,,,,7,7,8,
570,Populonia,4687,73,black gloss,rim,7,9,12,8,3.0,3.0,,,,50,,o,,,5.21,5.89,6.28,bg,maybe very fine voids; no incl,,,1,,,N,,,,0,0,0,0,0,1,rim_ext,concentric,1,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,10,5,0,3,1,0,0,0,,,12.00,,,7,7,,1,8,,,0,0,0,,0.00,1.00,,,,,,,,,,,,,7,7,8,
573,Populonia,4687,73,black gloss,base,66,36,8,30,,,3.0,4.0,,,,,160,,9.87,12.31,7.35,bg; rouletting; palmette stamps,fine mica; rare rounded voids,,,1,,,Y,2,5,,1,0,0,1,0,0,"base_int
base_ext",concentric,1,1,0,0,present,,patch,4,0,0,0,,2.00,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,base ext abraded along ext foot; also has perpendicular cuts along one break; int abrasion on top of rouletting; and general scratches around stamps > maybe post-dept since it seems to be concentrated on points of surface friction,5,5,0,3,0,0,0,0,,,8.00,,,7,7,,,8,,,0,0,0,,1.00,1.00,,,,,,,,,,,,,7,7,8,
574,Populonia,4687,73,black gloss,base,55,36,8,22,,,4.0,0.0,,,,,170,,9.05,12.18,12.78,bg,fine mica,,,1,,,N,,,,1,0,0,1,0,0,"base_int
base_ext",concentric,1,1,0,0,present,,radial,2,0,0,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,ext along foot carination; int are perp; also int aarallel along disc,5,5,0,3,0,0,0,0,,,8.00,,,7,7,,,9,,,0,0,0,,1.00,1.00,,,,,,,,,,,,,7,7,8,
575,Populonia,4687,73,black gloss,base,4,4,3,10,,,2.5,1.0,,,,,35,,3.92,,5.99,bg,mica; rare black rounded flecks,,,1,,,N,,,,0,0,0,1,0,0,base_ext,concentric,1,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,abrasion on sharp edge of base,5,5,0,3,0,0,0,0,,,3.00,,,7,7,,,8,,,0,0,0,,0.00,1.00,,,,,,,,,,,,,7,7,8,
576,Populonia,4687,73,black gloss,rim,6,9,16,6,3.0,3.0,,,,35,,o,,,5.55,4.53,3.28,bg,mica flecks; fine elongated voids,,,2,,,Y,0,5,along rim wear slip has worn away the fabric has blackened,0,1,1,0,0,1,"rim_ext
rim_int
wall_int",concentric,1,1,0,0,,,concentric,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,1 scratch on inside; abrasion along sharp rim edge,10,5,0,3,1,0,0,0,,,16.00,,,7,7,,1,8,,,0,0,0,,1.00,1.00,,,,,,,,,,,,,7,7,8,
585,Populonia,2355,452,commonware,rim,13,16,7,20,4.0,5.5,,,,85,,o,,,5.46,3.10,3.09,no,fine mica; rare tiny black rounded inclusions,,formerly sherd 118,1,,,Y,40,20,,0,0,0,0,0,1,rim_ext,concentric,1,1,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,along sharp edge of rim,10,8,0,3,1,0,0,0,,,7.00,,,9,9,,1,,,,0,0,0,,0.00,1.00,,,,,,,,,,,,,9,9,9,
586,Populonia,2355,452,commonware,rim,22,16,25,10,7.0,4.0,,,,40,,u,,,7.62,8.23,8.45,no,angular quartzite grains clearly visible; subrounded yellow grains; black specks,,formerly sherd 117,1,,,Y,50,40,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0,too crusty,10,8,0,3,1,0,0,0,,,25.00,,,9,9,,3,,,,0,0,0,,0.00,0.00,,,,,,,,,,,,,9,9,9,
587,Populonia,2355,452,commonware,rim,168,100,26,10,8.5,12.0,,,,40,60,c,,,7.77,11.72,8.81,no,mica; black subangular grains; whit clear grains,,formerly 116,2,,,Y,30,40,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,2,0,1,0,0,0,0,0,0,0,0,0,0,2,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,10,8,0,3,1,0,0,0,,,26.00,,,9,9,,2,,,,1,1,0,,0.00,0.00,,,,,,,,,,0,,,9,9,9,
